No,Nama,Rating,Comments,Link
101,PowerBank VIVAN 10000mah VPB-X10 20W 3 Output Dual Input Port Type C & Micro USB Original Fast Charging Quick Charging,3,"Agk kecewa krn Pengemasannya lama pengiriman jg lama,packingnya pun cm selapis bubble wrap tipis dibungkus bgtu aja untung kondisi pb nya gpp😓",https://shopee.co.id/PowerBank-VIVAN-10000mah-VPB-X10-20W-3-Output-Dual-Input-Port-Type-C-Micro-USB-Original-Fast-Charging-Quick-Charging-PD-3.0-QC-3.0-Real-Capacity-LED-Indicator-Garansi-Resmi-1-Tahun-i.11722931.3294408215?sp_atk=4da4ee0e-e90c-4d22-a2b9-9128d4a089dd&xptdk=4da4ee0e-e90c-4d22-a2b9-9128d4a089dd
102,LENTIVEN PowerBank 20000mAh Mini Digital Display Fast Charging,3,"Kalau di banding Harga mungkin sepadan ya... Di penggunaan cepet habis batrai, padahal tertera 20000 mah, sekali pakai di isi ulang lagi.... Penjualan langsung, pesen langsung proses....",https://shopee.co.id/LENTIVEN-PowerBank-20000mAh-Mini-Digital-Display-Fast-Charging-i.333417153.9045939185?sp_atk=1a29c456-a3c4-4f57-b918-f9682b45ae0d&xptdk=1a29c456-a3c4-4f57-b918-f9682b45ae0d
103,LENTIVEN PowerBank 20000mAh Mini Digital Display Fast Charging,3,"Barang datang dengan selamat dan cepat,bungkusnya rapih, aman. lumayan berat, semoga awet dan tidak mengecewakan. Update: tidak fast carger dan 5% pengisian untuk 25%.",https://shopee.co.id/LENTIVEN-PowerBank-20000mAh-Mini-Digital-Display-Fast-Charging-i.333417153.9045939185?sp_atk=1a29c456-a3c4-4f57-b918-f9682b45ae0d&xptdk=1a29c456-a3c4-4f57-b918-f9682b45ae0d
104,LENTIVEN PowerBank 20000mAh Mini Digital Display Fast Charging,3,"Tidak seperti gambar display toko. Yg kelihatan mini, datang sebesar telapak tangan. 😀😀",https://shopee.co.id/LENTIVEN-PowerBank-20000mAh-Mini-Digital-Display-Fast-Charging-i.333417153.9045939185?sp_atk=1a29c456-a3c4-4f57-b918-f9682b45ae0d&xptdk=1a29c456-a3c4-4f57-b918-f9682b45ae0d
105,LENTIVEN PowerBank 20000mAh Mini Digital Display Fast Charging,3,"Suka sm packingannya. Rapih banget, trs bagus. Barangnya jg udah nyala. Order malem lgsg dikirim malem itu jg. Cm shocknya, order 12000mah yg dikirim 20000mah. PBnya dicharger udah 7 jam baru dipake 2 atau 3 kali charger udah abis ajah. Kadang malah kalo PB masih ada isinya, dicharger mati² muluk.",https://shopee.co.id/LENTIVEN-PowerBank-20000mAh-Mini-Digital-Display-Fast-Charging-i.333417153.9045939185?sp_atk=1a29c456-a3c4-4f57-b918-f9682b45ae0d&xptdk=1a29c456-a3c4-4f57-b918-f9682b45ae0d
106,LENTIVEN PowerBank 20000mAh Mini Digital Display Fast Charging,3,Alhamdulillah paket nya sudah sampai… tapi gk sesuai dengan tang di pesan.. di pesannya apa datang nya apa … Tapi gk papa lh mungkin stok nya lagi habis tapi sebagai seller tolong di biasakan nge chatt konsumen kalau stok yang konsumen pesan sudah kosong 🙏,https://shopee.co.id/LENTIVEN-PowerBank-20000mAh-Mini-Digital-Display-Fast-Charging-i.333417153.9045939185?sp_atk=1a29c456-a3c4-4f57-b918-f9682b45ae0d&xptdk=1a29c456-a3c4-4f57-b918-f9682b45ae0d
107,PowerBank ROBOT 10000mah RT190S 2A Dual Input and Output Port Type C & Micro USB Original Fast Charging Real Capacity,3,Terima kasih produk berfungsi dengan baik dan cepat pengisiannya warnanya cantik pengiriman cepat seller ramah,https://shopee.co.id/PowerBank-ROBOT-10000mah-RT190S-2A-Dual-Input-and-Output-Port-Type-C-Micro-USB-Original-Fast-Charging-Real-Capacity-Garansi-Resmi-1-Tahun-i.11868085.7078941474?sp_atk=db5bb9cc-505a-49fd-8755-e8c39c3265af&xptdk=db5bb9cc-505a-49fd-8755-e8c39c3265af
108,PowerBank ROBOT 10000mah RT190S 2A Dual Input and Output Port Type C & Micro USB Original Fast Charging Real Capacity,3,Pengiriman cepat semoga barang awet,https://shopee.co.id/PowerBank-ROBOT-10000mah-RT190S-2A-Dual-Input-and-Output-Port-Type-C-Micro-USB-Original-Fast-Charging-Real-Capacity-Garansi-Resmi-1-Tahun-i.11868085.7078941474?sp_atk=db5bb9cc-505a-49fd-8755-e8c39c3265af&xptdk=db5bb9cc-505a-49fd-8755-e8c39c3265af
109,PowerBank ROBOT 10000mah RT190S 2A Dual Input and Output Port Type C & Micro USB Original Fast Charging Real Capacity,3,harga nya miring barangnya top,https://shopee.co.id/PowerBank-ROBOT-10000mah-RT190S-RT190-S-2A-Dual-Input-and-Output-Port-Type-C-Micro-USB-Original-Fast-Charging-Real-Capacity-Garansi-Resmi-1-Tahun-i.53962423.19261594360?sp_atk=21173dbe-402c-4393-9170-98f92d67fda1&xptdk=21173dbe-402c-4393-9170-98f92d67fda1
110,PowerBank ROBOT 10000mah RT190S 2A Dual Input and Output Port Type C & Micro USB Original Fast Charging Real Capacity,3,fitur nya mantep nih bisa tipe c bisa micro,https://shopee.co.id/PowerBank-ROBOT-10000mah-RT190S-RT190-S-2A-Dual-Input-and-Output-Port-Type-C-Micro-USB-Original-Fast-Charging-Real-Capacity-Garansi-Resmi-1-Tahun-i.53962423.19261594360?sp_atk=21173dbe-402c-4393-9170-98f92d67fda1&xptdk=21173dbe-402c-4393-9170-98f92d67fda1
111,PowerBank ROBOT 10000mah RT190S 2A Dual Input and Output Port Type C & Micro USB Original Fast Charging Real Capacity,3,Barang dikemas dan dikirim dengan baik sehingga tidak ada cacat / rusak. Sudah dicoba dan tidak ada masalah tampilan simple,https://shopee.co.id/PowerBank-ROBOT-10000mah-RT190S-RT190-S-2A-Dual-Input-and-Output-Port-Type-C-Micro-USB-Original-Fast-Charging-Real-Capacity-Garansi-Resmi-1-Tahun-i.53962423.19261594360?sp_atk=21173dbe-402c-4393-9170-98f92d67fda1&xptdk=21173dbe-402c-4393-9170-98f92d67fda1
112,PowerBank ROBOT 10000mah RT190S 2A Dual Input and Output Port Type C & Micro USB Original Fast Charging Real Capacity,3,"Barang sudah sampai walau sedikit lama Dateng nya, but its ok.. packing nya rapih, aman bakal jadi langganan sih 👍🏻",https://shopee.co.id/PowerBank-ROBOT-10000mah-RT190S-RT190-S-2A-Dual-Input-and-Output-Port-Type-C-Micro-USB-Original-Fast-Charging-Real-Capacity-Garansi-Resmi-1-Tahun-i.53962423.19261594360?sp_atk=21173dbe-402c-4393-9170-98f92d67fda1&xptdk=21173dbe-402c-4393-9170-98f92d67fda1
113,PowerBank ROBOT 10000mah RT190S 2A Dual Input and Output Port Type C & Micro USB Original Fast Charging Real Capacity,3,Barang bagus sesuai dengan di gambar,https://shopee.co.id/PowerBank-ROBOT-10000mah-RT190S-RT190-S-2A-Dual-Input-and-Output-Port-Type-C-Micro-USB-Original-Fast-Charging-Real-Capacity-Garansi-Resmi-1-Tahun-i.53962423.19261594360?sp_atk=21173dbe-402c-4393-9170-98f92d67fda1&xptdk=21173dbe-402c-4393-9170-98f92d67fda1
114,PowerBank ROBOT 10000mah RT190S 2A Dual Input and Output Port Type C & Micro USB Original Fast Charging Real Capacity,3,Pesanan sudah sampai dan sesuai Ukuran sedang dan berat Semoga awet kedepannya Untuk pengiriman cepat,https://shopee.co.id/PowerBank-ROBOT-10000mah-RT190S-RT190-S-2A-Dual-Input-and-Output-Port-Type-C-Micro-USB-Original-Fast-Charging-Real-Capacity-Garansi-Resmi-1-Tahun-i.53962423.19261594360?sp_atk=21173dbe-402c-4393-9170-98f92d67fda1&xptdk=21173dbe-402c-4393-9170-98f92d67fda1
115,PowerBank ROBOT 10000mah RT190S 2A Dual Input and Output Port Type C & Micro USB Original Fast Charging Real Capacity,3,"Bagus, lumayan tahan lama, barangnya ga terlalu berat, cocok dibawa kemana saja",https://shopee.co.id/PowerBank-ROBOT-10000mah-RT190S-RT190-S-2A-Dual-Input-and-Output-Port-Type-C-Micro-USB-Original-Fast-Charging-Real-Capacity-Garansi-Resmi-1-Tahun-i.53962423.19261594360?sp_atk=21173dbe-402c-4393-9170-98f92d67fda1&xptdk=21173dbe-402c-4393-9170-98f92d67fda1
116,PowerBank ROBOT 10000mah RT190S 2A Dual Input and Output Port Type C & Micro USB Original Fast Charging Real Capacity,3,"Kualitas bagus, produk original, respon penjual baik, pengiriman bagus, trimkasih",https://shopee.co.id/PowerBank-ROBOT-10000mah-RT190S-RT190-S-2A-Dual-Input-and-Output-Port-Type-C-Micro-USB-Original-Fast-Charging-Real-Capacity-Garansi-Resmi-1-Tahun-i.53962423.19261594360?sp_atk=21173dbe-402c-4393-9170-98f92d67fda1&xptdk=21173dbe-402c-4393-9170-98f92d67fda1
117,PowerBank ROBOT 10000mah RT190S 2A Dual Input and Output Port Type C & Micro USB Original Fast Charging Real Capacity,3,Sesuai pesanan pengiriman cepat seller ramah asli pawerbank robot,https://shopee.co.id/PowerBank-ROBOT-10000mah-RT190S-RT190-S-2A-Dual-Input-and-Output-Port-Type-C-Micro-USB-Original-Fast-Charging-Real-Capacity-Garansi-Resmi-1-Tahun-i.53962423.19261594360?sp_atk=21173dbe-402c-4393-9170-98f92d67fda1&xptdk=21173dbe-402c-4393-9170-98f92d67fda1
118,UNEED Powerbank 10000mAh Built in Cable Fast Charging 2.1A - UPB234,3,Tidak fast charging. 10000mAh tapi dipakai untuk charge 1x charge hp sudah habis (saya coba di oppo reno 6 dan samsung galaxy s20 ultra). Saat dipakai di samsung saya waktu charge dari 40% malah 6 jam lebih,https://shopee.co.id/UNEED-Powerbank-10000mAh-Built-in-Cable-Fast-Charging-2.1A-UPB234-i.18856832.9418436523?sp_atk=14f1c394-c5d5-439f-878e-7d27778ab8cb&xptdk=14f1c394-c5d5-439f-878e-7d27778ab8cb
119,UNEED Powerbank 10000mAh Built in Cable Fast Charging 2.1A - UPB235,3,Kecewa sih penjual gk memeriksa barang sebelum di kirim ke pembeli Untuk semua fitur bagus kecuali kabel charger nya Gk bisa di pakai ke hp Ketiga model kabel nya gk ada yg bisa mengisi data Jadi harus pakai bantuan kabel data lain Tolong lain kali kalau mau di kirim ke pembeli itu di periksa barangnya,https://shopee.co.id/UNEED-Powerbank-10000mAh-Built-in-Cable-Fast-Charging-2.1A-UPB234-i.18856832.9418436523?sp_atk=14f1c394-c5d5-439f-878e-7d27778ab8cb&xptdk=14f1c394-c5d5-439f-878e-7d27778ab8cb
120,UNEED Powerbank 10000mAh Built in Cable Fast Charging 2.1A - UPB236,3,"kecil, ringan. tp pas dicoba cpt bgt abisnya😔 huhu",https://shopee.co.id/UNEED-Powerbank-10000mAh-Built-in-Cable-Fast-Charging-2.1A-UPB234-i.18856832.9418436523?sp_atk=14f1c394-c5d5-439f-878e-7d27778ab8cb&xptdk=14f1c394-c5d5-439f-878e-7d27778ab8cb
121,UNEED Powerbank 10000mAh Built in Cable Fast Charging 2.1A - UPB237,3,Produknya kayak barang lama yg di pack lagi karena banyak goresan2nya.,https://shopee.co.id/UNEED-Powerbank-10000mAh-Built-in-Cable-Fast-Charging-2.1A-UPB234-i.18856832.9418436523?sp_atk=14f1c394-c5d5-439f-878e-7d27778ab8cb&xptdk=14f1c394-c5d5-439f-878e-7d27778ab8cb
122,UNEED Powerbank 10000mAh Built in Cable Fast Charging 2.1A - UPB238,3,Di kardus g dijasi himbauan jgn dibanting.. Jadinya saat barang sampai dilempar sma kurir,https://shopee.co.id/UNEED-Powerbank-10000mAh-Built-in-Cable-Fast-Charging-2.1A-UPB234-i.18856832.9418436523?sp_atk=14f1c394-c5d5-439f-878e-7d27778ab8cb&xptdk=14f1c394-c5d5-439f-878e-7d27778ab8cb
123,UNEED Powerbank 10000mAh Built in Cable Fast Charging 2.1A - UPB239,3,"menurutku ga terlalu rekomen hehe ga fastcharging samsek, dia ngisi baterainya lama terus aku gatau gunanya kabel output buat apa soalnya aku pakein kabelku gabisa",https://shopee.co.id/UNEED-Powerbank-10000mAh-Built-in-Cable-Fast-Charging-2.1A-UPB234-i.18856832.9418436523?sp_atk=14f1c394-c5d5-439f-878e-7d27778ab8cb&xptdk=14f1c394-c5d5-439f-878e-7d27778ab8cb
124,UNEED Powerbank 10000mAh Built in Cable Fast Charging 2.1A - UPB240,3,"Ngecharge nya lama..dri 60 smpe jdi 100 butuh +-3 jam lebih..tp dicolok sbntar, gak lama langsung berkurang..kayanya dicolok stengah jam, turun 30-40% tp batre iphone nya cma nambah 20-30%.",https://shopee.co.id/UNEED-Powerbank-10000mAh-Built-in-Cable-Fast-Charging-2.1A-UPB234-i.18856832.9418436523?sp_atk=14f1c394-c5d5-439f-878e-7d27778ab8cb&xptdk=14f1c394-c5d5-439f-878e-7d27778ab8cb
125,UNEED Powerbank 10000mAh Built in Cable Fast Charging 2.1A - UPB241,3,"3 buah powerbank sudah sampai. Tetapi hanya satu powerbank saja yang berfungsi. 2 powerbank lainnya tidak berfungsi, tidak bisa nge charge hp, dan flashlightnya tidak menyala.",https://shopee.co.id/UNEED-Powerbank-10000mAh-Built-in-Cable-Fast-Charging-2.1A-UPB234-i.18856832.9418436523?sp_atk=14f1c394-c5d5-439f-878e-7d27778ab8cb&xptdk=14f1c394-c5d5-439f-878e-7d27778ab8cb
126,UNEED Powerbank 10000mAh Built in Cable Fast Charging 2.1A - UPB242,3,Baterai dicas tetapi tidak bisa full 100 % hanya sampai 96% saja,https://shopee.co.id/UNEED-Powerbank-10000mAh-Built-in-Cable-Fast-Charging-2.1A-UPB234-i.18856832.9418436523?sp_atk=14f1c394-c5d5-439f-878e-7d27778ab8cb&xptdk=14f1c394-c5d5-439f-878e-7d27778ab8cb
127,Powerbank MOFIT M18 10.000mAh LCD + Fast Charge Real Capacity,3,"Packing aman, rapi, kualitas powerbank bagus tp sayang kabelnya ga bisa.",https://shopee.co.id/Powerbank-MOFIT-M18-10.000mAh-LCD-Fast-Charge-Real-Capacity-i.184350063.6431370324?sp_atk=35c30058-5db8-4efb-ac10-6b5abb317a23&xptdk=35c30058-5db8-4efb-ac10-6b5abb317a23
128,Powerbank MOFIT M18 10.000mAh LCD + Fast Charge Real Capacity,3,"Dicas mentok di 99%, gabisa 100% , padahal di LED nya 3digit",https://shopee.co.id/Powerbank-MOFIT-M18-10.000mAh-LCD-Fast-Charge-Real-Capacity-i.184350063.6431370324?sp_atk=35c30058-5db8-4efb-ac10-6b5abb317a23&xptdk=35c30058-5db8-4efb-ac10-6b5abb317a23
129,Powerbank MOFIT M18 10.000mAh LCD + Fast Charge Real Capacity,3,Gak bisa ngecas malah turun batere hp nya padahal di pb nya nomernya turun trus harga plus ongkir segitu mah kurang memuaskan sih,https://shopee.co.id/Powerbank-MOFIT-M18-10.000mAh-LCD-Fast-Charge-Real-Capacity-i.184350063.6431370324?sp_atk=35c30058-5db8-4efb-ac10-6b5abb317a23&xptdk=35c30058-5db8-4efb-ac10-6b5abb317a23
130,Powerbank MOFIT M18 10.000mAh LCD + Fast Charge Real Capacity,3,"entahla kadang masuk tiba tiba ga masuk sendiri pas ngecas , dan saat btre masih diangka 50 tiba tiba jdi 0 bingung banget",https://shopee.co.id/Powerbank-MOFIT-M18-10.000mAh-LCD-Fast-Charge-Real-Capacity-i.184350063.6431370324?sp_atk=35c30058-5db8-4efb-ac10-6b5abb317a23&xptdk=35c30058-5db8-4efb-ac10-6b5abb317a23
131,Powerbank MOFIT M18 10.000mAh LCD + Fast Charge Real Capacity,3,"Barang istimewa, sementara bintang 3 dulu sambil nunggu orderan ke 2 sampai, baru bintang nya full + kasih video Barang mulus, di kasih booble 3ply dan ada plastiknya jd aman dan selamat",https://shopee.co.id/Powerbank-MOFIT-M18-10.000mAh-LCD-Fast-Charge-Real-Capacity-i.184350063.6431370324?sp_atk=35c30058-5db8-4efb-ac10-6b5abb317a23&xptdk=35c30058-5db8-4efb-ac10-6b5abb317a23
132,Powerbank MOFIT M18 10.000mAh LCD + Fast Charge Real Capacity,3,"Order sabtu, minggu sampe Packingan double bubble jadi aman PBnya belum di coba karena untuk hadiah adik, isinya ada kabel USB warna item+ type C warna putih (bentuknya kecil tanpa kabel persis kek OTG). Semoga ini awet tahunan & work it. Kalo awet nanti next aku order lagi",https://shopee.co.id/Powerbank-MOFIT-M18-10.000mAh-LCD-Fast-Charge-Real-Capacity-i.184350063.6431370324?sp_atk=35c30058-5db8-4efb-ac10-6b5abb317a23&xptdk=35c30058-5db8-4efb-ac10-6b5abb317a23
133,Powerbank MOFIT M18 10.000mAh LCD + Fast Charge Real Capacity,3,"Pengiriman cepat trus pengemasan juga cepat. Tapi untuk pengisian lewat type C gak bisa, kalau untuk yg lain masih bisa. Mohon dipastikan lagi barangnya sebelum dikirim yaa. Terima kasih",https://shopee.co.id/Powerbank-MOFIT-M18-10.000mAh-LCD-Fast-Charge-Real-Capacity-i.184350063.6431370324?sp_atk=35c30058-5db8-4efb-ac10-6b5abb317a23&xptdk=35c30058-5db8-4efb-ac10-6b5abb317a23
134,Powerbank MOFIT M18 10.000mAh LCD + Fast Charge Real Capacity,3,"Produk bagus, hanya packing gak bgus, gak ada lapisan kardus, penyok",https://shopee.co.id/Powerbank-MOFIT-M18-10.000mAh-LCD-Fast-Charge-Real-Capacity-i.184350063.6431370324?sp_atk=35c30058-5db8-4efb-ac10-6b5abb317a23&xptdk=35c30058-5db8-4efb-ac10-6b5abb317a23
135,Powerbank MOFIT M18 10.000mAh LCD + Fast Charge Real Capacity,3,ternyata ga real capacity.,https://shopee.co.id/Powerbank-MOFIT-M18-10.000mAh-LCD-Fast-Charge-Real-Capacity-i.184350063.6431370324?sp_atk=35c30058-5db8-4efb-ac10-6b5abb317a23&xptdk=35c30058-5db8-4efb-ac10-6b5abb317a23
136,ROBOT Power Bank RT180 10000mAh Dual Input Port Type C & Micro USB,4,Tolong lain kali dikasih buble wrap dikit yaa... Biar kalo dilempar kurir ga terlalu resiko,https://shopee.co.id/ROBOT-Power-Bank-RT180-10000mAh-Dual-Input-Port-Type-C-Micro-USB-Garansi-Original-Resmi-i.20355266.7652475835?sp_atk=95d4180e-6345-482a-87b2-c73d70c8177c&xptdk=95d4180e-6345-482a-87b2-c73d70c8177c
137,ROBOT Power Bank RT180 10000mAh Dual Input Port Type C & Micro USB,4,"harga gak mahal. Baru pertma x beli powerbank merek robot ,Powerbank yg saya beli uda sesuai dgn type dan warna , semoga awet ini powerbank , kata kebanyakan orang robot cukup bagus.",https://shopee.co.id/ROBOT-Power-Bank-RT180-10000mAh-Dual-Input-Port-Type-C-Micro-USB-Garansi-Original-Resmi-i.20355266.7652475835?sp_atk=95d4180e-6345-482a-87b2-c73d70c8177c&xptdk=95d4180e-6345-482a-87b2-c73d70c8177c
138,ROBOT Power Bank RT180 10000mAh Dual Input Port Type C & Micro USB,4,Bagus powerbank nya semoga bermanfaat semoga awet dan ga bocor,https://shopee.co.id/ROBOT-Power-Bank-RT180-10000mAh-Dual-Input-Port-Type-C-Micro-USB-Garansi-Original-Resmi-i.20355266.7652475835?sp_atk=95d4180e-6345-482a-87b2-c73d70c8177c&xptdk=95d4180e-6345-482a-87b2-c73d70c8177c
139,ROBOT Power Bank RT180 10000mAh Dual Input Port Type C & Micro USB,4,Sesuai pesanan barang oke,https://shopee.co.id/ROBOT-Power-Bank-RT180-10000mAh-Dual-Input-Port-Type-C-Micro-USB-Garansi-Original-Resmi-i.20355266.7652475835?sp_atk=95d4180e-6345-482a-87b2-c73d70c8177c&xptdk=95d4180e-6345-482a-87b2-c73d70c8177c
140,ROBOT Power Bank RT180 10000mAh Dual Input Port Type C & Micro USB,4,"Semoga awet Robot tipe micro Usb krain ada Type C nya tapi ngk pp alhamdulillah bagus, terimakasih",https://shopee.co.id/ROBOT-Power-Bank-RT180-10000mAh-Dual-Input-Port-Type-C-Micro-USB-Garansi-Original-Resmi-i.20355266.7652475835?sp_atk=95d4180e-6345-482a-87b2-c73d70c8177c&xptdk=95d4180e-6345-482a-87b2-c73d70c8177c
141,ROBOT Power Bank RT180 10000mAh Dual Input Port Type C & Micro USB,4,sesuai dan fungsi normal,https://shopee.co.id/ROBOT-Power-Bank-RT180-10000mAh-Dual-Input-Port-Type-C-Micro-USB-Garansi-Original-Resmi-i.20355266.7652475835?sp_atk=95d4180e-6345-482a-87b2-c73d70c8177c&xptdk=95d4180e-6345-482a-87b2-c73d70c8177c
142,ROBOT Power Bank RT180 10000mAh Dual Input Port Type C & Micro USB,4,Kualitas ok 🥰,https://shopee.co.id/ROBOT-Power-Bank-RT180-10000mAh-Dual-Input-Port-Type-C-Micro-USB-Garansi-Original-Resmi-i.20355266.7652475835?sp_atk=95d4180e-6345-482a-87b2-c73d70c8177c&xptdk=95d4180e-6345-482a-87b2-c73d70c8177c
143,ROBOT Power Bank RT180 10000mAh Dual Input Port Type C & Micro USB,4,"Belum d coba ,karena baru sampe semoga gak ada kendala,dari tokonya cepet tapi pengirimannya yang lambat",https://shopee.co.id/ROBOT-Power-Bank-RT180-10000mAh-Dual-Input-Port-Type-C-Micro-USB-Garansi-Original-Resmi-i.20355266.7652475835?sp_atk=95d4180e-6345-482a-87b2-c73d70c8177c&xptdk=95d4180e-6345-482a-87b2-c73d70c8177c
144,ROBOT Power Bank RT180 10000mAh Dual Input Port Type C & Micro USB,4,"Barangnya sesuai mudah2an awet, pengiriman cepat, kurirnya ramah",https://shopee.co.id/ROBOT-Power-Bank-RT180-10000mAh-Dual-Input-Port-Type-C-Micro-USB-Garansi-Original-Resmi-i.20355266.7652475835?sp_atk=95d4180e-6345-482a-87b2-c73d70c8177c&xptdk=95d4180e-6345-482a-87b2-c73d70c8177c
145,SNIPER Powerbank 10000 mAh Powershoot S412201 V2.1,4,"dengan harga yg segini mantap lah, Respon penjual cepat,barang ori dan bagus debgan harga sgtu keren sih,sukses terus buat lapaknya.kurir pun ramah.",https://shopee.co.id/SNIPER-Powerbank-10000-mAh-Powershoot-S412201-V2.0-i.70628431.6878631960?sp_atk=c29d0135-d5a0-4748-9a23-fdee90cd2581&xptdk=c29d0135-d5a0-4748-9a23-fdee90cd2581
146,SNIPER Powerbank 10000 mAh Powershoot S412201 V2.2,4,"Barang sampai dengan selamat, pengiriman cepat dan packing aman pakai buble wrap. Produk berfungsi dengan baik tapi ga fast charging ternyata, ngisidari 30% ke 50% aja lama bngt, biasanyapake charger cuma sebentar tapi yaa semiga awet yaa",https://shopee.co.id/SNIPER-Powerbank-10000-mAh-Powershoot-S412201-V2.0-i.70628431.6878631960?sp_atk=c29d0135-d5a0-4748-9a23-fdee90cd2581&xptdk=c29d0135-d5a0-4748-9a23-fdee90cd2581
147,SNIPER Powerbank 10000 mAh Powershoot S412201 V2.3,4,"Belum dicoba ,tp produk original, sesuai pesanan,harga terjangkau, dapat hadiah pula..makasih...",https://shopee.co.id/SNIPER-Powerbank-10000-mAh-Powershoot-S412201-V2.0-i.70628431.6878631960?sp_atk=c29d0135-d5a0-4748-9a23-fdee90cd2581&xptdk=c29d0135-d5a0-4748-9a23-fdee90cd2581
148,SNIPER Powerbank 10000 mAh Powershoot S412201 V2.4,4,"pembelian ke 2 ditoko ini karena sudah malas mengklaim garansi, barangnya bagus dan worth it untuk harga segitu, terima kasih seller dan shopee😍",https://shopee.co.id/SNIPER-Powerbank-10000-mAh-Powershoot-S412201-V2.0-i.70628431.6878631960?sp_atk=c29d0135-d5a0-4748-9a23-fdee90cd2581&xptdk=c29d0135-d5a0-4748-9a23-fdee90cd2581
149,SNIPER Powerbank 10000 mAh Powershoot S412201 V2.5,4,"Produk berfungsi dengan baik ,free otg nya kelupaan ,untung nya dikirim dihari lain dan baru datang juga tadi paketnya isinya otg type C ,terimakasih",https://shopee.co.id/SNIPER-Powerbank-10000-mAh-Powershoot-S412201-V2.0-i.70628431.6878631960?sp_atk=c29d0135-d5a0-4748-9a23-fdee90cd2581&xptdk=c29d0135-d5a0-4748-9a23-fdee90cd2581
150,SNIPER Powerbank 10000 mAh Powershoot S412201 V2.6,4,"Barang bagus, tapi agak berat ternyata.. Masalahnya ga cocok sama cas HP yg saya pakai, tpi gpp bisa diakali dgn pake usb HP",https://shopee.co.id/SNIPER-Powerbank-10000-mAh-Powershoot-S412201-V2.0-i.70628431.6878631960?sp_atk=c29d0135-d5a0-4748-9a23-fdee90cd2581&xptdk=c29d0135-d5a0-4748-9a23-fdee90cd2581
151,SNIPER Powerbank 10000 mAh Powershoot S412201 V2.7,4,"Paking aman, tp kemasan udah kesobek bagian samping, tp barang lumayan oke sih. Semoga kualitas oke dan awet.",https://shopee.co.id/SNIPER-Powerbank-10000-mAh-Powershoot-S412201-V2.0-i.70628431.6878631960?sp_atk=c29d0135-d5a0-4748-9a23-fdee90cd2581&xptdk=c29d0135-d5a0-4748-9a23-fdee90cd2581
152,PowerBank VIVAN 10000mah VPB-X10 20W 3 Output Dual Input Port Type C & Micro USB Original Fast Charging Quick Charging,4,"Power bank nya bagus Berfungsi dengan baik, harga sesuai barang Pengiriman juga cepat. Respon seller baik Sangat sangat membantu dikala mati lampu, semoga awett 👍🏼👍🏼👍🏼",https://shopee.co.id/PowerBank-VIVAN-10000mah-VPB-X10-20W-3-Output-Dual-Input-Port-Type-C-Micro-USB-Original-Fast-Charging-Quick-Charging-PD-3.0-QC-3.0-Real-Capacity-LED-Indicator-Garansi-Resmi-1-Tahun-i.11722931.3294408215?sp_atk=4da4ee0e-e90c-4d22-a2b9-9128d4a089dd&xptdk=4da4ee0e-e90c-4d22-a2b9-9128d4a089dd
153,PowerBank VIVAN 10000mah VPB-X10 20W 3 Output Dual Input Port Type C & Micro USB Original Fast Charging Quick Charging,4,"Pengemasan rapih, dipakai bublewrap, cepat proses charger hpnya. Thanks seller and shopee",https://shopee.co.id/PowerBank-VIVAN-10000mah-VPB-X10-20W-3-Output-Dual-Input-Port-Type-C-Micro-USB-Original-Fast-Charging-Quick-Charging-PD-3.0-QC-3.0-Real-Capacity-LED-Indicator-Garansi-Resmi-1-Tahun-i.11722931.3294408215?sp_atk=4da4ee0e-e90c-4d22-a2b9-9128d4a089dd&xptdk=4da4ee0e-e90c-4d22-a2b9-9128d4a089dd
154,PowerBank VIVAN 10000mah VPB-X10 20W 3 Output Dual Input Port Type C & Micro USB Original Fast Charging Quick Charging,4,"Pas dateng, tempat PB nya pecah mudah2an gpp dan berfungsi normal Seller ngirim barangnya luamaaaa pisan🥴",https://shopee.co.id/PowerBank-VIVAN-10000mah-VPB-X10-20W-3-Output-Dual-Input-Port-Type-C-Micro-USB-Original-Fast-Charging-Quick-Charging-PD-3.0-QC-3.0-Real-Capacity-LED-Indicator-Garansi-Resmi-1-Tahun-i.11722931.3294408215?sp_atk=4da4ee0e-e90c-4d22-a2b9-9128d4a089dd&xptdk=4da4ee0e-e90c-4d22-a2b9-9128d4a089dd
155,PowerBank VIVAN 10000mah VPB-X10 20W 3 Output Dual Input Port Type C & Micro USB Original Fast Charging Quick Charging,4,"Bgs bngt , uda sesuai dgn pesanan, pb uda terisi 74% pas baru buka. Dan baru nyobain cas dri 56% smpe ke 99% perlu 1 jam kurang dikit sih terus baterai pb berkurang jdi 55%",https://shopee.co.id/PowerBank-VIVAN-10000mah-VPB-X10-20W-3-Output-Dual-Input-Port-Type-C-Micro-USB-Original-Fast-Charging-Quick-Charging-PD-3.0-QC-3.0-Real-Capacity-LED-Indicator-Garansi-Resmi-1-Tahun-i.11722931.3294408215?sp_atk=4da4ee0e-e90c-4d22-a2b9-9128d4a089dd&xptdk=4da4ee0e-e90c-4d22-a2b9-9128d4a089dd
